Date,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC
10/16/1996,17,10,6
10/17/1996,17,11,8
10/18/1996,18,13,10
10/19/1996,18,11,8
10/20/1996,18,10,6
10/21/1996,18,13,10
10/22/1996,21,16,14
10/23/1996,17,15,14
10/24/1996,21,16,14
10/25/1996,19,14,12
10/26/1996,19,14,12
10/27/1996,22,15,12
10/28/1996,23,18,16
10/29/1996,20,16,14
10/30/1996,19,12,8
10/31/1996,17,7,2
11/1/1996,19,9,4
11/2/1996,18,10,6
11/3/1996,19,14,12
11/4/1996,21,15,12
11/5/1996,15,9,6
11/6/1996,18,10,6
11/7/1996,18,10,6
11/8/1996,28,21,18
11/9/1996,24,16,12
11/10/1996,16,15,14
11/11/1996,22,18,16
11/12/1996,26,22,20
11/13/1996,20,17,16
11/14/1996,17,15,14
11/15/1996,15,12,10
11/16/1996,11,7,6
11/17/1996,9,3,0
11/18/1996,4,1,0
11/19/1996,2,-2,-4
11/20/1996,4,0,-2
11/21/1996,3,2,2
11/22/1996,1,-4,-6
11/23/1996,2,-6,-10
11/24/1996,12,8,6
11/25/1996,17,11,8
11/26/1996,15,9,6
11/27/1996,21,15,12
11/28/1996,18,13,10
11/29/1996,14,9,6
11/30/1996,20,15,12
12/1/1996,14,10,8
12/2/1996,10,7,6
12/3/1996,9,3,0
12/4/1996,13,5,2
12/5/1996,11,9,8
12/6/1996,11,6,4
12/7/1996,14,9,6
12/8/1996,13,11,10
12/9/1996,17,11,8
12/10/1996,18,11,8
12/11/1996,15,8,4
12/12/1996,14,10,8
12/13/1996,12,7,4
12/14/1996,9,4,2
12/15/1996,11,5,2
12/16/1996,9,4,2
12/17/1996,8,1,-2
12/18/1996,5,0,-2
12/19/1996,8,0,-4
12/20/1996,10,7,6
12/21/1996,8,5,4
12/22/1996,11,7,6
12/23/1996,8,5,4
12/24/1996,2,-6,-10
12/25/1996,3,-1,-4
12/26/1996,-2,-3,-4
12/27/1996,2,-2,-4
12/28/1996,2,-2,-4
12/29/1996,12,0,-6
12/30/1996,16,12,10
12/31/1996,23,18,16
1/1/1997,23,20,18
1/2/1997,18,14,12
1/3/1997,13,10,8
1/4/1997,7,6,6
1/5/1997,8,5,4
1/6/1997,14,9,6
1/7/1997,17,16,16
1/8/1997,15,13,12
1/9/1997,15,13,12
1/10/1997,15,14,14
1/11/1997,11,7,6
1/12/1997,7,0,-4
1/13/1997,7,-2,-6
1/14/1997,4,-7,-12
1/15/1997,6,-5,-10
1/16/1997,9,4,2
1/17/1997,15,12,10
1/18/1997,19,14,12
1/19/1997,20,17,16
1/20/1997,16,13,12
1/21/1997,12,8,6
1/22/1997,12,8,6
1/23/1997,11,7,6
1/24/1997,6,3,2
1/25/1997,-2,-5,-6
1/26/1997,-1,-7,-10
1/27/1997,4,-4,-8
1/28/1997,18,10,6
1/29/1997,19,14,12
1/30/1997,22,18,16
1/31/1997,20,16,14
2/1/1997,16,11,8
2/2/1997,11,7,6
2/3/1997,18,7,2
2/4/1997,17,7,2
2/5/1997,13,3,-2
2/6/1997,9,0,-4
2/7/1997,9,3,0
2/8/1997,6,1,-2
2/9/1997,9,0,-4
2/10/1997,14,9,6
2/11/1997,10,6,4
2/12/1997,16,11,8
2/13/1997,15,12,10
2/14/1997,18,15,14
2/15/1997,23,16,12
2/16/1997,24,16,12
2/17/1997,17,14,12
2/18/1997,14,13,12
2/19/1997,13,10,8
2/20/1997,16,10,6
2/21/1997,15,8,4
2/22/1997,15,8,4
2/23/1997,18,7,2
2/24/1997,19,8,2
2/25/1997,14,9,6
2/26/1997,13,10,8
2/27/1997,11,6,4
2/28/1997,11,2,-2
3/1/1997,14,10,8
3/2/1997,12,8,6
3/3/1997,9,4,2
3/4/1997,11,6,4
3/5/1997,14,9,6
3/6/1997,18,15,14
3/7/1997,16,12,10
3/8/1997,14,8,4
3/9/1997,18,13,10
3/10/1997,16,12,10
3/11/1997,13,7,4
3/12/1997,9,4,2
3/13/1997,11,6,4
3/14/1997,16,8,4
3/15/1997,18,7,2
3/16/1997,16,11,8
3/17/1997,22,15,12
3/18/1997,24,20,18
3/19/1997,24,21,20
3/20/1997,20,12,8
3/21/1997,19,9,4
3/22/1997,21,14,10
3/23/1997,19,12,8
3/24/1997,21,10,4
3/25/1997,27,14,8
3/26/1997,19,14,12
3/27/1997,17,11,8
3/28/1997,17,11,8
3/29/1997,21,12,8
3/30/1997,26,14,8
3/31/1997,14,8,4
4/1/1997,17,7,2
4/2/1997,18,7,2
4/3/1997,15,7,2
4/4/1997,18,7,2
4/5/1997,22,10,4
4/6/1997,25,11,4
4/7/1997,23,13,8
4/8/1997,22,16,14
4/9/1997,23,17,14
4/10/1997,21,15,12
4/11/1997,26,14,8
4/12/1997,27,16,10
4/13/1997,19,14,12
4/14/1997,21,15,12
4/15/1997,30,22,18
4/16/1997,28,21,18
4/17/1997,24,17,14
4/18/1997,21,16,14
4/19/1997,24,20,18
4/20/1997,24,18,16
4/21/1997,27,17,12
4/22/1997,25,16,12
4/23/1997,24,18,16
4/24/1997,24,17,14
4/25/1997,29,21,18
4/26/1997,38,25,18
4/27/1997,22,16,14
4/28/1997,22,18,16
4/29/1997,23,17,14
4/30/1997,18,14,12
5/1/1997,23,15,12
5/2/1997,28,13,6
5/3/1997,23,20,18
5/4/1997,26,18,14
5/5/1997,29,21,18
5/6/1997,25,19,16
5/7/1997,29,19,14
5/8/1997,38,22,14
5/9/1997,38,27,22
5/10/1997,35,22,16
5/11/1997,46,31,24
5/12/1997,45,31,24
5/13/1997,41,28,22
5/14/1997,42,31,26
5/15/1997,41,30,24
5/16/1997,42,30,24
5/17/1997,36,25,22
5/18/1997,38,25,18
5/19/1997,35,22,16
5/20/1997,29,23,20
5/21/1997,31,22,18
5/22/1997,30,20,16
5/23/1997,29,23,20
5/24/1997,30,22,18
5/25/1997,26,23,22
5/26/1997,33,25,22
5/27/1997,36,28,24
5/28/1997,38,30,26
5/29/1997,39,34,32
5/30/1997,36,33,32
5/31/1997,33,29,26
6/1/1997,30,24,22
6/2/1997,39,28,22
6/3/1997,32,26,24
6/4/1997,33,27,24
6/5/1997,32,25,22
6/6/1997,34,23,18
6/7/1997,31,26,24
6/8/1997,35,28,24
6/9/1997,38,25,18
6/10/1997,42,29,22
6/11/1997,31,26,24
6/12/1997,32,24,20
6/13/1997,38,30,26
6/14/1997,40,28,22
6/15/1997,39,30,26
6/16/1997,36,31,28
6/17/1997,37,31,28
6/18/1997,33,26,24
6/19/1997,30,24,22
6/20/1997,33,25,22
6/21/1997,27,23,22
6/22/1997,31,23,20
6/23/1997,32,26,24
6/24/1997,33,25,22
6/25/1997,37,27,22
6/26/1997,33,26,24
6/27/1997,37,27,22
6/28/1997,36,28,24
6/29/1997,35,29,26
6/30/1997,37,27,22
7/1/1997,35,28,24
7/2/1997,39,30,26
7/3/1997,45,31,24
7/4/1997,53,36,28
7/5/1997,41,32,28
7/6/1997,40,32,28
7/7/1997,36,28,24
7/8/1997,36,32,30
7/9/1997,32,26,24
7/10/1997,33,26,24
7/11/1997,38,30,26
7/12/1997,38,30,26
7/13/1997,43,33,28
7/14/1997,43,34,30
7/15/1997,36,32,30
7/16/1997,41,31,26
7/17/1997,42,31,26
7/18/1997,39,29,24
7/19/1997,45,32,26
7/20/1997,49,35,28
7/21/1997,36,29,26
7/22/1997,41,31,26
7/23/1997,43,33,28
7/24/1997,42,31,26
7/25/1997,42,30,24
7/26/1997,44,32,26
7/27/1997,47,32,24
7/28/1997,46,32,26
7/29/1997,40,29,24
7/30/1997,40,32,28
7/31/1997,42,31,26
8/1/1997,45,32,26
8/2/1997,45,31,24
8/3/1997,50,36,30
8/4/1997,49,35,28
8/5/1997,49,36,30
8/6/1997,47,38,34
8/7/1997,45,32,26
8/8/1997,42,31,26
8/9/1997,50,38,32
8/10/1997,53,38,32
8/11/1997,53,36,28
8/12/1997,53,36,28
8/13/1997,50,38,32
8/14/1997,50,36,30
8/15/1997,43,33,28
8/16/1997,50,35,28
8/17/1997,53,37,30
8/18/1997,41,32,28
8/19/1997,42,31,26
8/20/1997,34,30,28
8/21/1997,44,36,32
8/22/1997,49,36,30
8/23/1997,41,33,30
8/24/1997,40,31,28
8/25/1997,42,35,32
8/26/1997,33,30,28
8/27/1997,38,31,28
8/28/1997,38,31,28
8/29/1997,42,35,32
8/30/1997,47,33,26
8/31/1997,43,33,28
9/1/1997,43,33,28
9/2/1997,46,38,34
9/3/1997,42,33,28
9/4/1997,41,31,26
9/5/1997,39,29,24
9/6/1997,39,29,24
9/7/1997,41,27,20
9/8/1997,48,33,26
9/9/1997,47,34,28
9/10/1997,42,35,32
9/11/1997,34,29,26
9/12/1997,36,29,26
9/13/1997,34,23,18
9/14/1997,40,30,26
9/15/1997,31,26,24
9/16/1997,29,25,24
9/17/1997,31,26,24
9/18/1997,32,26,24
9/19/1997,35,23,18
9/20/1997,39,25,18
9/21/1997,39,25,18
9/22/1997,46,30,22
9/23/1997,44,30,24
9/24/1997,48,33,26
9/25/1997,39,30,26
9/26/1997,32,26,24
9/27/1997,31,26,24
9/28/1997,36,31,28
9/29/1997,39,29,24
9/30/1997,32,29,28
10/1/1997,31,25,22
10/2/1997,30,24,22
10/3/1997,29,22,18
10/4/1997,29,25,24
10/5/1997,28,21,18
10/6/1997,25,18,14
10/7/1997,23,18,16
10/8/1997,22,18,16
10/9/1997,23,18,16
10/10/1997,23,18,16
10/11/1997,24,16,12
10/12/1997,21,15,12
10/13/1997,28,22,20
10/14/1997,25,20,18
10/15/1997,34,23,18
10/16/1997,33,23,18
10/17/1997,26,23,22
10/18/1997,21,17,16
10/19/1997,22,15,12
10/20/1997,19,10,6
10/21/1997,12,6,4
10/22/1997,21,15,12
10/23/1997,20,15,12
10/24/1997,18,10,6
10/25/1997,24,16,12
10/26/1997,21,17,16
10/27/1997,21,16,14
10/28/1997,21,16,14
10/29/1997,24,21,20
10/30/1997,26,23,22
10/31/1997,24,21,20
11/1/1997,25,19,16
11/2/1997,23,14,10
11/3/1997,25,19,16
11/4/1997,25,19,16
11/5/1997,32,24,20
11/6/1997,26,23,22
11/7/1997,20,17,16
11/8/1997,24,17,14
11/9/1997,29,19,14
11/10/1997,29,19,14
11/11/1997,22,11,6
11/12/1997,18,9,4
11/13/1997,25,12,6
11/14/1997,21,12,8
11/15/1997,20,8,2
11/16/1997,23,17,14
11/17/1997,20,16,14
11/18/1997,22,15,12
11/19/1997,17,15,14
11/20/1997,20,16,14
11/21/1997,15,9,6
11/22/1997,17,8,4
11/23/1997,23,18,16
11/24/1997,16,13,12
11/25/1997,19,12,8
11/26/1997,18,10,6
11/27/1997,18,10,6
11/28/1997,21,15,12
11/29/1997,20,17,16
11/30/1997,17,14,12
12/1/1997,15,9,6
12/2/1997,20,11,6
12/3/1997,21,16,14
12/4/1997,15,9,6
12/5/1997,17,8,4
12/6/1997,7,1,-2
12/7/1997,14,6,2
12/8/1997,12,8,6
12/9/1997,9,4,2
12/10/1997,18,11,8
12/11/1997,11,6,4
12/12/1997,12,4,0
12/13/1997,15,8,4
12/14/1997,22,14,10
12/15/1997,14,10,8
12/16/1997,21,16,14
12/17/1997,14,10,8
12/18/1997,10,6,4
12/19/1997,10,6,4
12/20/1997,11,6,4
12/21/1997,9,4,2
12/22/1997,9,3,0
12/23/1997,11,6,4
12/24/1997,11,6,4
12/25/1997,5,-1,-4
12/26/1997,8,0,-4
12/27/1997,14,9,6
12/28/1997,19,14,12
12/29/1997,21,18,16
12/30/1997,16,8,4
12/31/1997,15,8,4
1/1/1998,17,10,6
1/2/1998,6,3,2
1/3/1998,7,2,0
1/4/1998,9,5,4
1/5/1998,11,9,8
1/6/1998,14,13,12
1/7/1998,10,7,6
1/8/1998,5,-1,-4
1/9/1998,2,-5,-8
1/10/1998,-4,-7,-8
1/11/1998,-5,-8,-10
1/12/1998,-1,-6,-8
1/13/1998,15,8,4
1/14/1998,16,13,12
1/15/1998,14,9,6
1/16/1998,17,11,8
1/17/1998,18,15,14
1/18/1998,23,18,16
1/19/1998,18,14,12
1/20/1998,13,10,8
1/21/1998,11,9,8
1/22/1998,15,9,6
1/23/1998,20,16,14
1/24/1998,21,15,12
1/25/1998,20,13,10
1/26/1998,20,16,14
1/27/1998,18,14,12
1/28/1998,23,18,16
1/29/1998,25,19,16
1/30/1998,22,15,12
1/31/1998,26,17,12
2/1/1998,23,18,16
2/2/1998,18,13,10
2/3/1998,15,12,10
2/4/1998,18,14,12
2/5/1998,24,16,12
2/6/1998,26,23,22
2/7/1998,27,18,14
2/8/1998,18,14,12
2/9/1998,15,9,6
2/10/1998,18,14,12
2/11/1998,16,12,10
2/12/1998,20,16,14
2/13/1998,16,13,12
2/14/1998,17,15,14
2/15/1998,16,11,8
2/16/1998,20,12,8
2/17/1998,21,15,12
2/18/1998,19,14,12
2/19/1998,20,16,14
2/20/1998,18,14,12
2/21/1998,16,13,12
2/22/1998,14,9,6
2/23/1998,15,5,0
2/24/1998,14,9,6
2/25/1998,15,9,6
2/26/1998,14,9,6
2/27/1998,15,8,4
2/28/1998,17,11,8
3/1/1998,15,13,12
3/2/1998,14,9,6
3/3/1998,10,6,4
3/4/1998,12,5,2
3/5/1998,12,1,-4
3/6/1998,12,4,0
3/7/1998,17,6,0
3/8/1998,16,11,8
3/9/1998,15,13,12
3/10/1998,16,12,10
3/11/1998,29,20,16
3/12/1998,33,25,22
3/13/1998,28,20,16
3/14/1998,23,17,14
3/15/1998,24,19,16
3/16/1998,20,15,12
3/17/1998,19,10,6
3/18/1998,24,13,8
3/19/1998,26,14,8
3/20/1998,28,16,10
3/21/1998,21,15,12
3/22/1998,24,20,18
3/23/1998,25,19,16
3/24/1998,22,18,16
3/25/1998,23,18,16
3/26/1998,16,11,8
3/27/1998,14,9,6
3/28/1998,15,8,4
3/29/1998,18,6,0
3/30/1998,14,10,8
3/31/1998,16,12,10
4/1/1998,18,13,10
4/2/1998,19,9,4
4/3/1998,20,15,12
4/4/1998,21,15,12
4/5/1998,21,15,12
4/6/1998,22,15,12
4/7/1998,17,12,10
4/8/1998,17,7,2
4/9/1998,21,12,8
4/10/1998,20,14,12
4/11/1998,19,12,8
4/12/1998,18,11,8
4/13/1998,21,12,8
4/14/1998,22,11,6
4/15/1998,24,12,6
4/16/1998,23,17,14
4/17/1998,25,16,12
4/18/1998,25,18,14
4/19/1998,24,17,14
4/20/1998,31,17,10
4/21/1998,32,24,20
4/22/1998,31,22,18
4/23/1998,20,17,16
4/24/1998,22,15,12
4/25/1998,23,13,8
4/26/1998,29,17,12
4/27/1998,34,22,16
4/28/1998,36,22,16
4/29/1998,40,27,20
4/30/1998,47,33,26
5/1/1998,46,30,22
5/2/1998,33,26,24
5/3/1998,33,26,24
5/4/1998,32,24,20
5/5/1998,33,25,22
5/6/1998,29,24,22
5/7/1998,30,24,22
5/8/1998,22,19,18
5/9/1998,23,20,18
5/10/1998,25,23,22
5/11/1998,24,20,18
5/12/1998,25,20,18
5/13/1998,21,18,16
5/14/1998,21,16,14
5/15/1998,24,17,14
5/16/1998,26,16,12
5/17/1998,25,20,18
5/18/1998,30,22,18
5/19/1998,32,21,16
5/20/1998,33,25,22
5/21/1998,26,22,20
5/22/1998,30,23,20
5/23/1998,32,25,22
5/24/1998,30,22,18
5/25/1998,26,19,16
5/26/1998,20,16,14
5/27/1998,23,18,16
5/28/1998,33,20,14
5/29/1998,32,25,22
5/30/1998,29,24,22
5/31/1998,39,25,18
6/1/1998,30,24,22
6/2/1998,38,27,22
6/3/1998,33,25,22
6/4/1998,29,25,24
6/5/1998,33,26,24
6/6/1998,41,28,22
6/7/1998,44,29,22
6/8/1998,35,28,24
6/9/1998,32,26,24
6/10/1998,28,25,24
6/11/1998,39,29,24
6/12/1998,39,29,24
6/13/1998,33,25,22
6/14/1998,30,22,18
6/15/1998,28,21,18
6/16/1998,33,23,18
6/17/1998,31,22,18
6/18/1998,29,24,22
6/19/1998,32,24,20
6/20/1998,40,27,20
6/21/1998,48,33,26
6/22/1998,37,28,24
6/23/1998,35,28,24
6/24/1998,30,24,22
6/25/1998,30,24,22
6/26/1998,31,25,22
6/27/1998,35,25,22
6/28/1998,43,30,24
6/29/1998,48,33,26
6/30/1998,41,29,24
7/1/1998,38,30,26
7/2/1998,39,30,26
7/3/1998,34,29,26
7/4/1998,31,27,26
7/5/1998,39,30,26
7/6/1998,46,34,28
7/7/1998,44,33,28
7/8/1998,42,31,26
7/9/1998,48,36,30
7/10/1998,40,30,26
7/11/1998,38,30,26
7/12/1998,38,30,26
7/13/1998,42,31,26
7/14/1998,39,33,30
7/15/1998,37,33,32
7/16/1998,53,36,28
7/17/1998,46,34,28
7/18/1998,42,31,26
7/19/1998,42,32,28
7/20/1998,46,34,28
7/21/1998,50,36,30
7/22/1998,56,40,32
7/23/1998,44,33,28
7/24/1998,42,32,28
7/25/1998,48,33,26
7/26/1998,57,40,32
7/27/1998,62,46,38
7/28/1998,63,45,36
7/29/1998,52,37,30
7/30/1998,41,35,32
7/31/1998,41,35,32
8/1/1998,40,32,28
8/2/1998,49,35,28
8/3/1998,51,38,32
8/4/1998,51,38,32
8/5/1998,45,33,28
8/6/1998,44,36,32
8/7/1998,39,29,24
8/8/1998,45,31,24
8/9/1998,45,31,24
8/10/1998,45,32,26
8/11/1998,50,39,34
8/12/1998,51,38,32
8/13/1998,54,39,32
8/14/1998,48,37,32
8/15/1998,38,31,28
8/16/1998,35,30,28
8/17/1998,37,28,24
8/18/1998,37,31,28
8/19/1998,41,29,24
8/20/1998,47,33,26
8/21/1998,41,32,28
8/22/1998,41,32,28
8/23/1998,37,31,28
8/24/1998,40,29,24
8/25/1998,41,29,24
8/26/1998,40,32,28
8/27/1998,43,33,28
8/28/1998,49,35,28
8/29/1998,49,35,28
8/30/1998,48,32,24
8/31/1998,54,39,32
9/1/1998,53,40,34
9/2/1998,47,34,28
9/3/1998,50,38,32
9/4/1998,47,34,28
9/5/1998,46,30,22
9/6/1998,46,31,24
9/7/1998,45,33,28
9/8/1998,35,30,28
9/9/1998,38,30,26
9/10/1998,40,27,20
9/11/1998,42,29,22
9/12/1998,42,31,26
9/13/1998,43,33,28
9/14/1998,42,31,26
9/15/1998,44,31,24
9/16/1998,42,30,24
9/17/1998,38,28,24
9/18/1998,39,30,26
9/19/1998,30,26,24
9/20/1998,37,28,24
9/21/1998,38,26,20
9/22/1998,39,29,24
9/23/1998,41,28,22
9/24/1998,27,25,24
9/25/1998,28,25,24
9/26/1998,35,22,16
9/27/1998,40,27,20
9/28/1998,38,27,22
9/29/1998,37,26,20
9/30/1998,37,27,22
10/1/1998,31,25,22
10/2/1998,26,20,18
10/3/1998,26,22,20
10/4/1998,28,21,18
10/5/1998,34,24,20
10/6/1998,38,26,20
10/7/1998,39,30,26
10/8/1998,27,22,20
10/9/1998,24,20,18
10/10/1998,25,19,16
10/11/1998,30,19,14
10/12/1998,25,23,22
10/13/1998,28,24,22
10/14/1998,24,20,18
10/15/1998,23,17,14
10/16/1998,22,14,10
10/17/1998,21,15,12
10/18/1998,22,13,8
10/19/1998,23,15,12
10/20/1998,32,20,14
10/21/1998,33,17,10
10/22/1998,32,17,10
10/23/1998,22,16,14
10/24/1998,25,19,16
10/25/1998,28,20,16
10/26/1998,32,24,20
10/27/1998,23,18,16
10/28/1998,20,16,14
10/29/1998,20,12,8
10/30/1998,17,10,6
10/31/1998,19,17,16
11/1/1998,23,17,14
11/2/1998,24,20,18
11/3/1998,22,18,16
11/4/1998,23,18,16
11/5/1998,20,15,12
11/6/1998,16,11,8
11/7/1998,18,10,6
11/8/1998,16,12,10
11/9/1998,16,12,10
11/10/1998,22,15,12
11/11/1998,17,15,14
11/12/1998,20,17,16
11/13/1998,21,19,18
11/14/1998,23,20,18
11/15/1998,25,19,16
11/16/1998,21,15,12
11/17/1998,16,12,10
11/18/1998,16,12,10
11/19/1998,15,13,12
11/20/1998,22,18,16
11/21/1998,17,11,8
11/22/1998,13,11,10
11/23/1998,19,12,8
11/24/1998,16,13,12
11/25/1998,19,17,16
11/26/1998,18,14,12
11/27/1998,16,11,8
11/28/1998,14,9,6
11/29/1998,13,10,8
11/30/1998,14,10,8
12/1/1998,14,10,8
12/2/1998,14,10,8
12/3/1998,11,6,4
12/4/1998,9,5,4
12/5/1998,10,7,6
12/6/1998,11,7,6
12/7/1998,11,7,6
12/8/1998,10,7,6
12/9/1998,12,8,6
12/10/1998,15,12,10
12/11/1998,16,12,10
12/12/1998,23,18,16
12/13/1998,21,12,8
12/14/1998,12,8,6
12/15/1998,14,10,8
12/16/1998,18,14,12
12/17/1998,14,9,6
12/18/1998,6,3,2
12/19/1998,-1,-9,-14
12/20/1998,-11,-15,-16
12/21/1998,-10,-14,-16
12/22/1998,-8,-14,-16
12/23/1998,-6,-11,-14
12/24/1998,7,-2,-6
12/25/1998,16,12,10
12/26/1998,13,10,8
12/27/1998,19,12,8
12/28/1998,21,19,18
12/29/1998,20,17,16
12/30/1998,18,14,12
12/31/1998,16,12,10
1/1/1999,13,10,8
1/2/1999,9,3,0
1/3/1999,10,2,-2
1/4/1999,11,6,4
1/5/1999,16,8,4
1/6/1999,14,10,8
1/7/1999,16,12,10
1/8/1999,14,13,12
1/9/1999,13,11,10
1/10/1999,19,14,12
1/11/1999,16,11,8
1/12/1999,15,13,12
1/13/1999,13,10,8
1/14/1999,18,14,12
1/15/1999,14,10,8
1/16/1999,14,10,8
1/17/1999,13,10,8
1/18/1999,15,14,14
1/19/1999,15,13,12
1/20/1999,19,14,12
1/21/1999,13,11,10
1/22/1999,10,7,6
1/23/1999,9,4,2
1/24/1999,8,1,-2
1/25/1999,9,5,4
1/26/1999,7,5,4
1/27/1999,10,7,6
1/28/1999,15,9,6
1/29/1999,18,9,4
1/30/1999,6,3,2
1/31/1999,9,5,4
2/1/1999,11,7,6
2/2/1999,16,12,10
2/3/1999,13,10,8
2/4/1999,16,11,8
2/5/1999,11,7,6
2/6/1999,19,13,10
2/7/1999,10,7,6
2/8/1999,9,4,2
2/9/1999,4,0,-2
2/10/1999,8,4,2
2/11/1999,14,6,2
2/12/1999,19,16,14
2/13/1999,16,11,8
2/14/1999,11,5,2
2/15/1999,16,7,2
2/16/1999,16,13,12
2/17/1999,12,8,6
2/18/1999,15,9,6
2/19/1999,14,9,6
2/20/1999,17,7,2
2/21/1999,15,12,10
2/22/1999,16,13,12
2/23/1999,16,12,10
2/24/1999,21,16,14
2/25/1999,14,9,6
2/26/1999,13,7,4
2/27/1999,17,11,8
2/28/1999,17,10,6
3/1/1999,11,7,6
3/2/1999,12,6,4
3/3/1999,14,9,6
3/4/1999,11,6,4
3/5/1999,11,6,4
3/6/1999,14,3,-2
3/7/1999,13,4,0
3/8/1999,20,12,8
3/9/1999,12,6,4
3/10/1999,16,11,8
3/11/1999,18,9,4
3/12/1999,15,13,12
3/13/1999,21,16,14
3/14/1999,18,14,12
3/15/1999,11,7,6
3/16/1999,17,10,6
3/17/1999,18,13,10
3/18/1999,19,13,10
3/19/1999,24,13,8
3/20/1999,28,17,12
3/21/1999,22,18,16
3/22/1999,29,19,14
3/23/1999,24,16,12
3/24/1999,19,14,12
3/25/1999,17,11,8
3/26/1999,11,7,6
3/27/1999,11,6,4
3/28/1999,12,4,0
3/29/1999,16,10,6
3/30/1999,15,8,4
3/31/1999,17,10,6
4/1/1999,19,9,4
4/2/1999,17,8,4
4/3/1999,11,6,4
4/4/1999,11,7,6
4/5/1999,18,9,4
4/6/1999,20,9,4
4/7/1999,17,14,12
4/8/1999,15,9,6
4/9/1999,13,6,4
4/10/1999,20,13,10
4/11/1999,29,15,8
4/12/1999,22,15,12
4/13/1999,20,12,8
4/14/1999,26,11,4
4/15/1999,37,20,12
4/16/1999,45,28,20
4/17/1999,36,26,20
4/18/1999,26,19,16
4/19/1999,16,13,12
4/20/1999,19,14,12
4/21/1999,18,11,8
4/22/1999,26,14,8
4/23/1999,32,18,12
4/24/1999,36,21,14
4/25/1999,25,17,12
4/26/1999,17,11,8
4/27/1999,20,12,8
4/28/1999,23,13,8
4/29/1999,28,16,10
4/30/1999,29,17,12
5/1/1999,21,16,14
5/2/1999,16,13,12
5/3/1999,21,15,12
5/4/1999,20,12,8
5/5/1999,26,15,10
5/6/1999,25,15,10
5/7/1999,15,9,6
5/8/1999,17,8,4
5/9/1999,19,10,6
5/10/1999,23,13,8
5/11/1999,23,17,14
5/12/1999,20,14,12
5/13/1999,20,13,10
5/14/1999,23,14,10
5/15/1999,24,17,14
5/16/1999,24,19,16
5/17/1999,25,19,16
5/18/1999,27,21,18
5/19/1999,24,16,12
5/20/1999,27,18,14
5/21/1999,29,20,16
5/22/1999,36,24,18
5/23/1999,44,29,22
5/24/1999,39,30,26
5/25/1999,28,21,18
5/26/1999,33,20,14
5/27/1999,37,27,22
5/28/1999,31,22,18
5/29/1999,33,20,14
5/30/1999,35,22,16
5/31/1999,29,23,20
6/1/1999,25,19,16
6/2/1999,27,18,14
6/3/1999,32,21,16
6/4/1999,26,22,20
6/5/1999,24,18,16
6/6/1999,24,17,14
6/7/1999,27,18,14
6/8/1999,25,18,16
6/9/1999,30,22,18
6/10/1999,32,22,18
6/11/1999,43,26,18
6/12/1999,49,33,26
6/13/1999,50,38,32
6/14/1999,51,38,32
6/15/1999,35,28,24
6/16/1999,37,28,24
6/17/1999,37,27,22
6/18/1999,32,26,24
6/19/1999,32,26,24
6/20/1999,31,26,24
6/21/1999,30,26,24
6/22/1999,30,24,22
6/23/1999,37,28,24
6/24/1999,32,26,24
6/25/1999,33,25,22
6/26/1999,30,24,22
6/27/1999,31,24,22
6/28/1999,28,21,18
6/29/1999,32,26,24
6/30/1999,34,29,26
7/1/1999,30,24,22
7/2/1999,29,21,18
7/3/1999,29,23,20
7/4/1999,33,25,22
7/5/1999,40,28,22
7/6/1999,47,33,26
7/7/1999,31,26,24
7/8/1999,38,26,20
7/9/1999,51,34,26
7/10/1999,49,35,28
7/11/1999,48,33,26
7/12/1999,44,33,28
7/13/1999,41,31,26
7/14/1999,32,26,24
7/15/1999,35,25,20
7/16/1999,31,26,24
7/17/1999,27,25,24
7/18/1999,37,28,24
7/19/1999,45,31,24
7/20/1999,42,31,26
7/21/1999,38,30,26
7/22/1999,41,31,26
7/23/1999,37,28,24
7/24/1999,35,28,24
7/25/1999,33,24,20
7/26/1999,43,29,22
7/27/1999,48,33,26
7/28/1999,48,33,26
7/29/1999,35,28,24
7/30/1999,41,32,28
7/31/1999,44,32,26
8/1/1999,39,29,24
8/2/1999,46,31,24
8/3/1999,41,32,28
8/4/1999,45,32,26
8/5/1999,43,32,28
8/6/1999,40,34,32
8/7/1999,39,34,32
8/8/1999,43,33,28
8/9/1999,45,33,28
8/10/1999,47,34,28
8/11/1999,33,30,28
8/12/1999,40,31,26
8/13/1999,37,31,28
8/14/1999,38,30,26
8/15/1999,30,27,26
8/16/1999,45,33,28
8/17/1999,46,34,28
8/18/1999,39,30,26
8/19/1999,41,32,28
8/20/1999,42,31,26
8/21/1999,43,35,32
8/22/1999,43,31,26
8/23/1999,49,35,28
8/24/1999,44,30,24
8/25/1999,42,34,30
8/26/1999,44,32,26
8/27/1999,46,34,28
8/28/1999,41,35,32
8/29/1999,31,26,24
8/30/1999,32,25,22
8/31/1999,31,23,20
9/1/1999,35,22,16
9/2/1999,40,28,22
9/3/1999,41,27,20
9/4/1999,40,30,26
9/5/1999,35,30,28
9/6/1999,36,28,24
9/7/1999,37,26,20
9/8/1999,46,30,22
9/9/1999,37,27,22
9/10/1999,33,23,18
9/11/1999,40,28,22
9/12/1999,46,31,24
9/13/1999,52,34,26
9/14/1999,46,31,24
9/15/1999,26,23,22
9/16/1999,32,26,24
9/17/1999,36,27,22
9/18/1999,42,30,24
